Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,75.010002,78.000000,74.910004,77.930000,75.532188,3848000
2016-01-05,78.040001,78.120003,72.779999,73.290001,71.034958,6011000
2016-01-06,71.550003,72.059998,68.330002,69.150002,67.022339,8047300
2016-01-07,66.599998,70.279999,66.099998,67.160004,65.093567,7120100
2016-01-08,68.559998,69.120003,66.550003,66.889999,64.831871,7171000
2016-01-11,67.180000,68.000000,64.930000,66.050003,64.017715,5138000
2016-01-12,66.720001,67.809998,65.059998,66.629997,64.579872,3352400
2016-01-13,64.199997,65.660004,61.900002,62.160000,60.247410,7247200
2016-01-14,62.009998,65.139999,60.070000,64.540001,62.554180,5674200
2016-01-15,61.099998,62.450001,59.919998,60.669998,58.803257,6045100
2016-01-19,62.380001,63.340000,59.869999,60.380001,58.522179,4928400
2016-01-20,59.369999,62.310001,58.500000,61.619999,59.724018,5997300
2016-01-21,62.230000,64.730003,61.520000,63.290001,61.342640,4252400
2016-01-22,65.000000,67.419998,64.970001,67.029999,64.967560,5714300
2016-01-25,66.849998,66.919998,65.489998,65.589996,63.571873,3069000
2016-01-26,65.750000,67.040001,64.989998,65.800003,63.775414,2755400
2016-01-27,65.680000,66.459999,61.709999,62.139999,60.228024,5848300
2016-01-28,62.770000,64.900002,62.610001,64.790001,62.796486,7098900
2016-01-29,68.820000,69.769997,66.220001,68.919998,66.799408,8200700
2016-02-01,68.180000,70.389999,67.519997,69.620003,67.477867,4726300
2016-02-02,69.070000,69.199997,66.379997,66.480003,64.434479,3834900
2016-02-03,67.800003,68.790001,64.879997,66.190002,64.153404,4893800
2016-02-04,66.580002,66.790001,65.120003,66.000000,63.969257,4330200
2016-02-05,64.870003,65.849998,61.000000,62.160000,60.247410,6333700
2016-02-08,60.810001,61.189999,58.230000,59.299999,57.475407,5708700
2016-02-09,58.240002,60.080002,57.459999,57.700001,56.170914,4593400
2016-02-10,58.680000,59.759998,57.009998,57.200001,55.684166,3450100
2016-02-11,56.099998,56.970001,54.500000,55.849998,54.369934,6580100
2016-02-12,57.060001,57.959999,56.009998,57.630001,56.102768,3899500
2016-02-16,59.270000,62.439999,59.139999,61.439999,59.811802,4853500
2016-02-17,61.820000,64.879997,61.570000,63.709999,62.021645,4505700
2016-02-18,64.430000,64.489998,61.099998,62.070000,60.425110,2995900
2016-02-19,61.509998,63.500000,61.290001,63.029999,61.359665,3374700
2016-02-22,63.599998,65.190002,63.290001,64.290001,62.586281,3207200
2016-02-23,63.740002,63.759998,62.070000,62.619999,60.960533,2455700
2016-02-24,61.580002,63.860001,61.110001,63.709999,62.021645,2673200
2016-02-25,63.529999,64.559998,62.590000,64.550003,62.839378,2539200
2016-02-26,65.080002,65.400002,64.430000,64.900002,63.180115,2226600
2016-02-29,65.879997,68.790001,65.540001,66.449997,64.689034,5593600
2016-03-01,67.620003,70.419998,67.040001,70.400002,68.534370,4636600
2016-03-02,69.940002,70.849998,68.449997,68.980003,67.151993,3967800
2016-03-03,68.419998,70.489998,68.300003,70.099998,68.242302,4093800
2016-03-04,71.180000,75.110001,70.330002,73.010002,71.075188,7334800
2016-03-07,72.160004,74.730003,71.809998,72.919998,70.987579,4220400
2016-03-08,72.000000,72.099998,69.250000,69.910004,68.057343,4802400
