Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,62.880001,63.070000,62.330002,62.750000,58.529095,1891200
2016-01-05,63.490002,63.889999,62.709999,63.889999,59.592415,2077500
2016-01-06,62.830002,63.610001,62.560001,62.919998,59.150566,2001100
2016-01-07,62.279999,63.160000,62.070000,62.480000,58.736935,2587000
2016-01-08,62.650002,63.389999,61.880001,62.009998,58.295082,1958100
2016-01-11,62.389999,62.660000,61.590000,61.959999,58.248085,2096500
2016-01-12,62.320000,62.599998,61.400002,62.509998,58.765133,2116600
2016-01-13,62.480000,63.180000,61.830002,61.860001,58.154079,2867800
2016-01-14,61.849998,62.009998,60.200001,61.669998,57.975456,2592900
2016-01-15,60.580002,60.939999,58.970001,60.230000,56.621723,1693200
2016-01-19,61.020000,61.509998,60.349998,60.830002,57.185776,1763000
2016-01-20,59.919998,60.330002,57.950001,59.669998,56.095272,2160700
2016-01-21,59.500000,60.740002,58.889999,60.320000,56.706333,2696500
2016-01-22,60.900002,62.230000,60.770000,61.930000,58.219879,1839700
2016-01-25,62.099998,62.590000,61.310001,61.470001,57.787437,2437100
2016-01-26,61.200001,62.689999,60.910000,62.660000,58.906151,2065200
2016-01-27,62.250000,63.160000,61.810001,62.590000,58.840343,2724000
2016-01-28,62.560001,63.980000,62.259998,63.259998,59.470200,2442100
2016-01-29,62.700001,63.240002,61.590000,63.060001,59.282185,2597000
2016-02-01,62.840000,63.880001,62.060001,63.330002,59.536007,1985000
2016-02-02,62.650002,63.380001,61.689999,62.150002,58.426704,2380000
2016-02-03,62.349998,62.509998,60.540001,61.930000,58.219879,1679000
2016-02-04,61.650002,62.090000,61.000000,61.520000,57.834446,1698600
2016-02-05,61.200001,61.450001,58.810001,58.990002,55.456017,2432100
2016-02-08,58.700001,59.810001,58.220001,59.540001,55.973064,2181000
2016-02-09,58.700001,59.150002,57.980000,58.480000,54.976566,3277200
2016-02-10,59.000000,59.080002,57.580002,57.590000,54.139885,2556100
2016-02-11,57.080002,57.950001,55.770000,57.139999,53.716846,3807200
2016-02-12,57.630001,59.040001,57.189999,58.669998,55.155182,1366000
2016-02-16,58.810001,59.990002,58.660000,59.540001,55.973064,1352000
2016-02-17,59.639999,61.650002,59.400002,61.540001,57.853245,2362800
2016-02-18,61.220001,61.860001,60.619999,61.520000,57.834446,1630800
2016-02-19,61.529999,61.830002,60.259998,61.189999,57.524216,1514700
2016-02-22,61.570000,62.450001,61.340000,62.139999,58.417297,1229800
2016-02-23,62.369999,63.860001,62.009998,62.860001,59.094170,2170000
2016-02-24,62.419998,63.470001,61.450001,63.320000,59.526604,2040500
2016-02-25,63.369999,63.880001,62.860001,63.740002,59.921448,882900
2016-02-26,63.689999,64.360001,63.450001,63.740002,59.921448,1597400
2016-02-29,63.470001,64.230003,63.189999,63.880001,60.053062,1136000
2016-03-01,64.309998,64.660004,63.939999,64.250000,60.400894,1241300
2016-03-02,63.959999,64.730003,63.930000,64.680000,60.805138,1233500
2016-03-03,64.510002,65.000000,63.520000,64.820000,60.936756,1651700
2016-03-04,64.510002,64.949997,64.160004,64.930000,61.040154,1004900
2016-03-07,64.760002,65.339996,64.500000,65.150002,61.246986,1142100
2016-03-08,64.790001,65.220001,64.459999,64.580002,60.711128,1167200
2016-03-09,67.000000,68.000000,66.010002,66.930000,62.920349,4647900
2016-03-10,67.070000,67.400002,66.410004,67.120003,63.098969,1907200
2016-03-11,67.440002,68.260002,67.220001,67.570000,63.522007,2054000
2016-03-14,67.500000,68.010002,67.129997,67.779999,63.719418,1124100
2016-03-15,67.500000,67.769997,66.669998,66.839996,62.835732,1261800
2016-03-16,66.870003,67.949997,66.190002,67.559998,63.512596,1077300
2016-03-17,67.360001,67.989998,66.809998,67.580002,63.531403,1451400
2016-03-18,67.550003,68.150002,67.180000,67.290001,63.258778,2537600
2016-03-21,67.290001,67.500000,66.949997,67.220001,63.192963,1057500
2016-03-22,67.190002,67.360001,66.419998,66.650002,62.657112,1040100
2016-03-23,66.779999,67.190002,66.300003,66.519997,62.534889,959100
2016-03-24,66.470001,66.470001,65.290001,65.769997,61.829834,1302000
2016-03-28,66.089996,66.970001,65.940002,66.470001,62.487900,1022100
